,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,name
O34351,107.59242605281,10.1089790741175,1.23959091642674,8.1550928940797,3.48911591537729e-16,3.50814745673389e-14,Cyclo(L-leucyl-L-leucyl) synthase OS=Bacillus subtilis (strain 168) GN=yvmC PE=1 SV=1 
P40924,209.094633986069,2.31988865940421,0.2858659912854989,8.11530133043107,4.84580871711918e-16,4.4662203676115097e-14,Phosphoglycerate kinase OS=Bacillus subtilis (strain 168) GN=pgk PE=1 SV=3 
P54420,66.0866285075399,3.3262265702854705,0.427197206541075,7.786161799177519,6.907548167838211e-15,5.456963052592179e-13,Asparagine synthetase [glutamine-hydrolyzing] 1 OS=Bacillus subtilis (strain 168) GN=asnB PE=1 SV=2 
P54531,92.5738920076906,-3.42455425136269,0.439729398855352,-7.7878674027187005,6.81496446744009e-15,5.456963052592179e-13,Leucine dehydrogenase OS=Bacillus subtilis (strain 168) GN=yqiT PE=3 SV=1 
P30950,117.036516121611,-2.8413407714876096,0.368853571174634,-7.703167309561911,1.3273438535012101e-14,9.78694867981558e-13,Delta-aminolevulinic acid dehydratase OS=Bacillus subtilis (strain 168) GN=hemB PE=3 SV=1 
P94550,47.6076246474591,-4.01210174582844,0.5237998092449411,-7.65960902431769,1.86499969442378e-14,1.28918103877044e-12,Electron transfer flavoprotein subunit beta OS=Bacillus subtilis (strain 168) GN=etfB PE=3 SV=1 
P54542,59.6227635039276,-3.44770550909874,0.453607010132457,-7.60064424068752,2.9466012876188e-14,1.91702413182729e-12,Uncharacterized protein YqjE OS=Bacillus subtilis (strain 168) GN=yqjE PE=3 SV=2 
P45745,61.681541143347204,9.307478977233462,1.24472752626668,7.4775232175907815,7.57363906297164e-14,4.40865515981402e-12,Dimodular nonribosomal peptide synthase OS=Bacillus subtilis (strain 168) GN=dhbF PE=1 SV=4 
P54716,48.0732283671084,-4.50560778489819,0.602363642609464,-7.479880036218178,7.43904863221026e-14,4.40865515981402e-12,Maltose-6'-phosphate glucosidase OS=Bacillus subtilis (strain 168) GN=glvA PE=1 SV=1 
Q07833,57.755532276683205,9.212779295819171,1.2400127398166,7.42958439054564,1.0893942613077099e-13,6.02435026503164e-12,tRNA nuclease WapA OS=Bacillus subtilis (strain 168) GN=wapA PE=1 SV=2 
P12879,60.29621711798779,9.278483574657288,1.26370526704093,7.342284484089888,2.09978475220369e-13,1.1058866361606098e-11,30S ribosomal protein S8 OS=Bacillus subtilis (strain 168) GN=rpsH PE=1 SV=4 
Q08352,262.95211939472597,-2.05112452445925,0.28708274253384103,-7.14471551426489,9.01824642585479e-13,4.53371843045245e-11,Alanine dehydrogenase OS=Bacillus subtilis (strain 168) GN=ald PE=1 SV=1 
P30949,138.401526193191,-2.31021950989978,0.32383118301554603,-7.13402424184973,9.74761519049624e-13,4.68733147856037e-11,"Glutamate-1-semialdehyde 2,1-aminomutase OS=Bacillus subtilis (strain 168) GN=hemL PE=1 SV=1 "
O34425,275.102704243814,2.06505340942969,0.294576268773635,7.0102504116398,2.3789196121198397e-12,1.09628545458523e-10,Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Bacillus subtilis (strain 168) GN=gapB PE=1 SV=1 
P70965,43.9662231395955,8.82342097651463,1.2736587930466898,6.92761752573336,4.27986957296581e-12,1.8934142990800798e-10,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1 OS=Bacillus subtilis (strain 168) GN=murAA PE=1 SV=1 
O32176,43.89970840604671,-3.44018132823336,0.497900092910017,-6.90938077180694,4.8677378331096e-12,2.07066078593047e-10,Probable acyl-CoA dehydrogenase OS=Bacillus subtilis (strain 168) GN=fadE PE=2 SV=1 
P21476,70.5013109812292,2.81086454314061,0.407913821924636,6.89082936655167,5.54680403264492e-12,2.2721352815204798e-10,30S ribosomal protein S19 OS=Bacillus subtilis (strain 168) GN=rpsS PE=1 SV=3 
O31776,64.3236388369738,-2.74793657639665,0.400267379868412,-6.86525236530648,6.637380948947879e-12,2.62176547483441e-10,L-threonine 3-dehydrogenase OS=Bacillus subtilis (strain 168) GN=tdh PE=3 SV=1 
Q9KWU4,112.223928634916,-2.19353247214271,0.319842350321555,-6.85816768772938,6.97493588068479e-12,2.66009623587496e-10,Pyruvate carboxylase OS=Bacillus subtilis (strain 168) GN=pyc PE=3 SV=1 
O32177,34.236330777150606,-8.62984931738895,1.29414606734306,-6.668373482064822,2.58653883668164e-11,9.53570651123297e-10,3-ketoacyl-CoA thiolase OS=Bacillus subtilis (strain 168) GN=fadA PE=2 SV=1 
P09124,574.422886922842,1.50758703812911,0.228582981579955,6.595359933223111,4.24225383609991e-11,1.5135266912021e-09,Glyceraldehyde-3-phosphate dehydrogenase 1 OS=Bacillus subtilis (strain 168) GN=gapA PE=1 SV=2 
O32178,32.2388730599207,-4.30008202339815,0.6536685011021209,-6.57838341016582,4.755905733823161e-11,1.6437599192526299e-09,Probable 3-hydroxyacyl-CoA dehydrogenase OS=Bacillus subtilis (strain 168) GN=fadN PE=2 SV=2 
P24141,112.449444894024,-2.1917030909898,0.334279303781974,-6.55650250013472,5.50843965009058e-11,1.79186301558829e-09,Oligopeptide-binding protein OppA OS=Bacillus subtilis (strain 168) GN=oppA PE=1 SV=1 
P25503,29.5237049519176,-8.415637005554089,1.28301982331321,-6.55924160534163,5.408211792292e-11,1.79186301558829e-09,Urocanate hydratase OS=Bacillus subtilis (strain 168) GN=hutU PE=1 SV=2 
P33166,2769.82927092125,1.4940484565089598,0.228242381480189,6.54588532953349,5.914395028510461e-11,1.8689488290093e-09,Elongation factor Tu OS=Bacillus subtilis (strain 168) GN=tuf PE=1 SV=1 
P94428,37.127647093845795,-6.360745925596862,0.97376437757252,-6.532120163867002,6.48450942826597e-11,1.99218539657282e-09,Succinate-semialdehyde dehydrogenase [NADP(+)] OS=Bacillus subtilis (strain 168) GN=gabD PE=1 SV=1 
P42435,29.677246068735,8.24776646230075,1.28954726435121,6.39586209075503,1.59644044595714e-10,4.772062522239461e-09,Nitrite reductase [NAD(P)H] OS=Bacillus subtilis (strain 168) GN=nasD PE=2 SV=1 
O31777,91.2608569271801,-2.3389797698015697,0.367228039832104,-6.3692842487489605,1.89912359901047e-10,5.52744921185679e-09,8-amino-7-oxononanoate synthase 1 OS=Bacillus subtilis (strain 168) GN=kbl PE=3 SV=1 
P54519,39.5498063452108,-4.14271951028227,0.651693475277674,-6.3568528264260005,2.05929116511002e-10,5.839938534901751e-09,Uncharacterized protein YqhY OS=Bacillus subtilis (strain 168) GN=yqhY PE=3 SV=2 
P37960,24.2235194376747,-8.129351854443529,1.3012345915971202,-6.24741449923004,4.1730257882957796e-10,1.15384163046378e-08,Metalloregulation DNA-binding stress protein OS=Bacillus subtilis (strain 168) GN=mrgA PE=1 SV=2 
P18157,41.03626145068,3.2606954214281703,0.524178219325408,6.22058548259507,4.95303123912428e-10,1.33611037816377e-08,Glycerol kinase OS=Bacillus subtilis (strain 168) GN=glpK PE=1 SV=2 
P80242,23.053645113063894,-8.05859129884684,1.30606113688459,-6.1701486027440895,6.82258406424948e-10,1.7966138035857e-08,Organic hydroperoxide resistance protein OhrB OS=Bacillus subtilis (strain 168) GN=ohrB PE=1 SV=3 
Q08787,50.4561582171879,2.83299713858831,0.472421531291568,5.99675702934853,2.01296893354157e-09,5.17754334999297e-08,Surfactin synthase subunit 3 OS=Bacillus subtilis (strain 168) GN=srfAC PE=1 SV=2 
P54484,24.975384802458,8.01200062444437,1.3413363588578702,5.97314802624637,2.3271855917227497e-09,5.84969832828491e-08,Cell wall-binding protein YqgA OS=Bacillus subtilis (strain 168) GN=yqgA PE=1 SV=2 
P51785,26.8488762118334,-5.8954612682579315,1.00280489399285,-5.87897137675915,4.12823741559255e-09,1.01462901814341e-07,Dihydroxy-acid dehydratase OS=Bacillus subtilis (strain 168) GN=ilvD PE=1 SV=4 
P80886,65.7346306622527,2.75589146259908,0.4711112471317721,5.84976792504436,4.922593561713212e-09,1.18356271288148e-07,Succinate--CoA ligase [ADP-forming] subunit beta OS=Bacillus subtilis (strain 168) GN=sucC PE=1 SV=2 
O34591,102.77732583606002,-2.08174467451051,0.3568879787305321,-5.83304789899446,5.44239361933195e-09,1.2806994346768401e-07,"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta OS=Bacillus subtilis (strain 168) GN=acoB PE=3 SV=3 "
O34714,54.059444677483995,2.6914635279272403,0.466881501288553,5.764767977525411,8.17702559513574e-09,1.8841229808791895e-07,Oxalate decarboxylase OxdC OS=Bacillus subtilis (strain 168) GN=oxdC PE=1 SV=1 
P42084,17.3012155496366,-7.6440283992396285,1.34120153505977,-5.699388346509,1.20238042791484e-08,2.7139443944363605e-07,Imidazolonepropionase OS=Bacillus subtilis (strain 168) GN=hutI PE=1 SV=1 
P12874,24.152664447979397,7.9635391016671,1.40042516253766,5.686515291710862,1.29657781114863e-08,2.86803011826078e-07,30S ribosomal protein S17 OS=Bacillus subtilis (strain 168) GN=rpsQ PE=1 SV=3 
P54418,234.476602859594,1.6141516956006798,0.284739118231923,5.668879308272411,1.4373456740765198e-08,3.11706728535027e-07,Phosphoenolpyruvate carboxykinase (ATP) OS=Bacillus subtilis (strain 168) GN=pckA PE=3 SV=3 
O06973,27.694141021489,3.890503278494221,0.6930251493240259,5.61379811726746,1.97933130853381e-08,4.20988543699691e-07,Nucleotide-binding protein YvcJ OS=Bacillus subtilis (strain 168) GN=yvcJ PE=1 SV=1 
P14577,17.4066204275394,7.482282963130009,1.33723185013478,5.59535204188854,2.20174546630282e-08,4.56088576992482e-07,50S ribosomal protein L16 OS=Bacillus subtilis (strain 168) GN=rplP PE=1 SV=2 
Q04747,262.869133019272,1.38128360125451,0.246949448592246,5.59338605179569,2.22683392021646e-08,4.56088576992482e-07,Surfactin synthase subunit 2 OS=Bacillus subtilis (strain 168) GN=srfAB PE=1 SV=3 
O31646,31.822374046339,3.2597546276858,0.585805255983077,5.56457046841514,2.6279891640632e-08,5.28464730082527e-07,Mannose-6-phosphate isomerase ManA OS=Bacillus subtilis (strain 168) GN=manA PE=2 SV=1 
O31796,17.220240935094303,7.461702571647838,1.3506956528531495,5.524340406283281,3.3072570026756e-08,6.5318325802843e-07,RNA-binding protein Hfq OS=Bacillus subtilis (strain 168) GN=hfq PE=1 SV=1 
P94551,75.73476192487709,-1.9904920895233,0.36253106594437,-5.49054212592291,4.0070190192073795e-08,7.775022868848009e-07,Electron transfer flavoprotein subunit alpha OS=Bacillus subtilis (strain 168) GN=etfA PE=3 SV=1 
O07631,40.726816869576794,2.6917988987826496,0.491150854617595,5.4805949607447095,4.2389792195784404e-08,8.083294856644398e-07,GTP-binding protein TypA/BipA homolog OS=Bacillus subtilis (strain 168) GN=typA PE=3 SV=1 
P27206,259.846942688858,1.32842691733747,0.24428624840042495,5.43799303495774,5.38840804740486e-08,1.00664009370657e-06,Surfactin synthase subunit 1 OS=Bacillus subtilis (strain 168) GN=srfAA PE=1 SV=4 
P37941,59.5936493292356,-2.59792111679032,0.477944863035126,-5.43560840949846,5.46097700021646e-08,1.00664009370657e-06,2-oxoisovalerate dehydrogenase subunit beta OS=Bacillus subtilis (strain 168) GN=bfmBAB PE=1 SV=1 
P53001,84.1566087279445,1.89396753675872,0.34950400175033003,5.41901531105123,5.992818573926508e-08,1.08656677750208e-06,Aspartate aminotransferase OS=Bacillus subtilis (strain 168) GN=aspB PE=3 SV=1 
P21465,37.4255847447154,3.25538080064723,0.605222419025698,5.37881727165334,7.49767588272606e-08,1.33748863327339e-06,30S ribosomal protein S3 OS=Bacillus subtilis (strain 168) GN=rpsC PE=1 SV=4 
P54173,28.716293810165,-3.20758582590653,0.6003402548612751,-5.342946437346139,9.144779190164972e-08,1.60541679116229e-06,Uncharacterized protein YpjQ OS=Bacillus subtilis (strain 168) GN=ypjQ PE=1 SV=1 
P55874,15.5446815081585,7.31898709096259,1.3722651723086,5.33350786615799,9.633338806924699e-08,1.66476136257167e-06,50S ribosomal protein L35 OS=Bacillus subtilis (strain 168) GN=rpmI PE=1 SV=2 
O34743,40.22144982732209,-2.62602468265661,0.497377153873021,-5.27974528425369,1.29363595707708e-07,2.20117133619576e-06,Uncharacterized protein YlbA OS=Bacillus subtilis (strain 168) GN=ylbA PE=4 SV=1 
P37585,14.0399854090884,7.170554532157031,1.37071983240244,5.23123278926321,1.6838330227265402e-07,2.82169594414478e-06,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase OS=Bacillus subtilis (strain 168) GN=murG PE=3 SV=3 
O34645,19.0769676310118,-5.4076857143541694,1.05438115967692,-5.128776879901,2.91630735427305e-07,4.743288137979402e-06,Alpha-galactosidase OS=Bacillus subtilis (strain 168) GN=melA PE=3 SV=1 
P11998,19.1404319615065,-4.37441691057772,0.8525766604304279,-5.13081944838752,2.8848352311290104e-07,4.743288137979402e-06,"6,7-dimethyl-8-ribityllumazine synthase OS=Bacillus subtilis (strain 168) GN=ribH PE=1 SV=2 "
P17904,12.3104400406369,-7.15358997120386,1.39651527287175,-5.12245738386623,3.0157926968719203e-07,4.83400974310195e-06,Serine-protein kinase RsbW OS=Bacillus subtilis (strain 168) GN=rsbW PE=1 SV=1 
P21471,12.8791672110803,7.04678995702879,1.38507057713544,5.08767572812263,3.6247846324559295e-07,5.7271597192803705e-06,30S ribosomal protein S10 OS=Bacillus subtilis (strain 168) GN=rpsJ PE=1 SV=4 
O34944,33.77438166952339,-3.5044648986792404,0.69433245844301,-5.04724337176711,4.48230235672016e-07,6.982290713426062e-06,Putative dipeptidase YtjP OS=Bacillus subtilis (strain 168) GN=ytjP PE=3 SV=1 
P39644,11.288609187749,-7.0281648307996,1.42223645333893,-4.94162894946186,7.7472550658036e-07,1.1900644587192802e-05,NADPH-dependent reductase BacG OS=Bacillus subtilis (strain 168) GN=bacG PE=1 SV=1 
O34553,10.954245583750902,-6.9845092992773,1.41807833848092,-4.92533389005807,8.421642651247109e-07,1.27593654414785e-05,Protein YtsP OS=Bacillus subtilis (strain 168) GN=ytsP PE=3 SV=2 
O34468,10.918604284098999,-6.98028357284276,1.41840405855914,-4.92122363209646,8.600478719755359e-07,1.2854229005472198e-05,Uncharacterized N-acetyltransferase YlbP OS=Bacillus subtilis (strain 168) GN=ylbP PE=1 SV=2 
P25994,11.431055514898901,6.87553735844532,1.40905009792325,4.87955493461797,1.0632550543150298e-06,1.5679467867632298e-05,Carbamoyl-phosphate synthase pyrimidine-specific large chain OS=Bacillus subtilis (strain 168) GN=pyrAB PE=3 SV=1 
Q06796,11.3942266835259,6.87491963155769,1.41501983667257,4.85853233529512,1.1825909737931802e-06,1.72098107502008e-05,50S ribosomal protein L11 OS=Bacillus subtilis (strain 168) GN=rplK PE=1 SV=3 
P12875,11.1239584586657,6.83783962156299,1.4128600948692,4.83971459480993,1.30025722500502e-06,1.86764219591631e-05,50S ribosomal protein L14 OS=Bacillus subtilis (strain 168) GN=rplN PE=1 SV=1 
P39794,23.5837367574334,5.43332571021328,1.12839465198084,4.815093461029219,1.4713101187293899e-06,2.0862422965573106e-05,PTS system trehalose-specific EIIBC component OS=Bacillus subtilis (strain 168) GN=treP PE=2 SV=3 
P25148,10.4139183509369,-6.9117238411761,1.44696641912627,-4.77669954866654,1.7819571439499298e-06,2.4947400015299e-05,General stress protein A OS=Bacillus subtilis (strain 168) GN=gspA PE=1 SV=2 
Q795U4,20.133898898353,3.5407639348093096,0.7443222759373531,4.7570307234864,1.96461278265012e-06,2.7160771720138e-05,UPF0173 metal-dependent hydrolase YtkL OS=Bacillus subtilis (strain 168) GN=ytkL PE=3 SV=1 
P80238,9.86787962530141,-6.834229579195871,1.44023948476315,-4.745203593914638,2.08296721878031e-06,2.8441503011987898e-05,General stress protein 26 OS=Bacillus subtilis (strain 168) GN=ydaG PE=1 SV=2 
P80241,10.338462324772099,-6.899896062496589,1.45863015633982,-4.730394495483799,2.24083960589137e-06,3.02240073672665e-05,General stress protein 17M OS=Bacillus subtilis (strain 168) GN=yflT PE=1 SV=2 
P68575,10.373706119326698,6.73457578355816,1.42791699909108,4.71636361766474,2.40097178659586e-06,3.19936722406629e-05,SPBc2 prophage-derived stress response protein SCP1 OS=Bacillus subtilis (strain 168) GN=yorD PE=1 SV=1 
O06724,29.3802348175521,-2.64158398374588,0.562677596116259,-4.69466707396697,2.67041279607007e-06,3.47467829700412e-05,Uncharacterized protein YisK OS=Bacillus subtilis (strain 168) GN=yisK PE=2 SV=1 
O32213,30.313055390069103,-2.48135823360129,0.5284529303147609,-4.69551419106206,2.6593690371615297e-06,3.47467829700412e-05,Sulfite reductase [NADPH] hemoprotein beta-component OS=Bacillus subtilis (strain 168) GN=cysI PE=1 SV=1 
O32165,108.81731057819,-1.5560908302397098,0.33306322440908503,-4.6720583847120984,2.98196162805842e-06,3.8349413495728e-05,FeS cluster assembly protein SufD OS=Bacillus subtilis (strain 168) GN=sufD PE=3 SV=1 
P71084,17.266211822160802,5.57377007278759,1.1993250060180702,4.64742254586459,3.36108231306211e-06,4.27282418189275e-05,"Glutamate-1-semialdehyde 2,1-aminomutase 2 OS=Bacillus subtilis (strain 168) GN=gsaB PE=3 SV=2 "
C0SP98,9.4586589798247,-6.7739864974355495,1.45913622232442,-4.64246339292744,3.44279650070402e-06,4.3269692383848296e-05,Putative oligopeptide transport ATP-binding protein YkfD OS=Bacillus subtilis (strain 168) GN=ykfD PE=3 SV=1 
P26935,23.1764989795797,-2.88574390646075,0.6219125004927281,-4.64011240194471,3.48219722489433e-06,4.3273147536327296e-05,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase OS=Bacillus subtilis (strain 168) GN=iolG PE=1 SV=2 
Q01465,35.4151993704723,2.3409410120682703,0.5065680249613019,4.62117799923731,3.8156721201758206e-06,4.68903707212717e-05,Rod shape-determining protein MreB OS=Bacillus subtilis (strain 168) GN=mreB PE=3 SV=3 
O34529,68.2241708675587,2.01217375129732,0.43877590096083097,4.58588027941158,4.52077610257427e-06,5.43475909722516e-05,ATP-dependent 6-phosphofructokinase OS=Bacillus subtilis (strain 168) GN=pfkA PE=1 SV=1 
P45743,9.87995809606519,6.67216893153684,1.45492441668336,4.585921340674651,4.5198875966994595e-06,5.43475909722516e-05,Isochorismatase OS=Bacillus subtilis (strain 168) GN=dhbB PE=1 SV=1 
P42176,46.243524519134205,2.16566670477175,0.474192457257088,4.56706274346665,4.946059979406221e-06,5.882088534648679e-05,Nitrate reductase beta chain OS=Bacillus subtilis (strain 168) GN=narH PE=3 SV=1 
P16263,56.6944911629179,1.90341767177077,0.4187971177389861,4.54496363787553,5.494473849181971e-06,6.464774550207719e-05,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Bacillus subtilis (strain 168) GN=odhB PE=3 SV=2 
P46907,9.996707727500267,6.67606060353206,1.47541435776624,4.52487165276035,6.04321686383666e-06,7.03557668568773e-05,Nitrite extrusion protein OS=Bacillus subtilis (strain 168) GN=narK PE=3 SV=2 
P04969,50.680697376997,2.64298035927925,0.585831615901419,4.51150174818151,6.43702527353852e-06,7.41598953388917e-05,30S ribosomal protein S11 OS=Bacillus subtilis (strain 168) GN=rpsK PE=1 SV=1 
O34768,10.2077887662201,6.708645413775059,1.4973437979364,4.48036411078121,7.4515809821866105e-06,8.496338728142672e-05,Uncharacterized sugar kinase YdjE OS=Bacillus subtilis (strain 168) GN=ydjE PE=3 SV=1 
P37877,79.9063701134772,1.80805475710618,0.405613720687254,4.457577899590509,8.28909185741077e-06,9.35483223907787e-05,Acetate kinase OS=Bacillus subtilis (strain 168) GN=ackA PE=1 SV=1 
P54423,36.5959402673369,2.30224090326558,0.51685707866493,4.4543085473694015,8.41639923587345e-06,9.402563186743481e-05,Cell wall-associated protease OS=Bacillus subtilis (strain 168) GN=wprA PE=1 SV=2 
P55872,8.941913128635699,6.520582180335442,1.46552140323273,4.449325793503911,8.61402661553381e-06,9.527113436780401e-05,Translation initiation factor IF-3 OS=Bacillus subtilis (strain 168) GN=infC PE=3 SV=3 
P40740,28.2123570333358,-2.43995800164798,0.5498280316496701,-4.43767480229642,9.093586623492347e-06,9.95792753027975e-05,Aryl-phospho-beta-D-glucosidase BglH OS=Bacillus subtilis (strain 168) GN=bglH PE=1 SV=2 
P80698,221.48401567042305,-1.46683127864174,0.33085790519034697,-4.4334176564342895,9.27509414263981e-06,0.000100571118840781,Trigger factor OS=Bacillus subtilis (strain 168) GN=tig PE=1 SV=3 
P24327,16.189169068406102,4.12209381768159,0.9310786297979822,4.42722417394111,9.545351532428439e-06,0.000102496687328795,Foldase protein PrsA OS=Bacillus subtilis (strain 168) GN=prsA PE=1 SV=1 
Q45477,83.6997290889086,-1.59887189257846,0.3630600016866961,-4.40387783052514,1.0633283920933e-05,0.00011308088477453799,Isoleucine--tRNA ligase OS=Bacillus subtilis (strain 168) GN=ileS PE=3 SV=3 
P26906,8.138740432904099,-6.55569734631798,1.4907303700028405,-4.39764123562162,1.09433672552129e-05,0.00011526923355126399,Dipeptide-binding protein DppE OS=Bacillus subtilis (strain 168) GN=dppE PE=2 SV=4 
P37552,15.3014300154375,-4.27627811187255,0.972857655239715,-4.39558458407655,1.10475033964141e-05,0.00011526923355126399,2-iminobutanoate/2-iminopropanoate deaminase OS=Bacillus subtilis (strain 168) GN=yabJ PE=1 SV=3 
P26899,45.1818517521883,-2.13039239206477,0.486738129129552,-4.37687591040918,1.20392469317392e-05,0.000124443057070127,Aspartate ammonia-lyase OS=Bacillus subtilis (strain 168) GN=ansB PE=3 SV=2 
P17620,7.94119490906478,-6.5206311597686515,1.4956599615155302,-4.35970162172517,1.30239906924616e-05,0.00013337531209132,Riboflavin biosynthesis protein RibBA OS=Bacillus subtilis (strain 168) GN=ribBA PE=3 SV=1 
O34475,7.925796090639699,-6.51810074543533,1.49610758292175,-4.35670590794423,1.3203448196432e-05,0.000133972602800494,Putative NAD(P)H nitroreductase YfkO OS=Bacillus subtilis (strain 168) GN=yfkO PE=1 SV=1 
P39758,38.5305722261682,2.1144991941999502,0.4881299335590479,4.3318367689166895,1.47870555052001e-05,0.000148677121715921,Putative transition state regulator Abh OS=Bacillus subtilis (strain 168) GN=abh PE=1 SV=1 
P37876,15.4869327728215,4.03195705350208,0.931947563946266,4.32637758762848,1.5158149574520599e-05,0.000151035256120899,Uncharacterized protein YtxK OS=Bacillus subtilis (strain 168) GN=ytxK PE=4 SV=2 
P80862,8.04391037056537,6.3706921862280295,1.48922270040065,4.277864005507101,1.8869523763404106e-05,0.00018633654716361495,Phosphoserine aminotransferase OS=Bacillus subtilis (strain 168) GN=serC PE=1 SV=2 
P42178,9.07965596573694,6.53021016435924,1.52909666622744,4.270632660831359,1.9491923425244e-05,0.000190779356710795,Probable nitrate reductase molybdenum cofactor assembly chaperone NarJ OS=Bacillus subtilis (strain 168) GN=narJ PE=3 SV=1 
P39751,16.653292533213598,3.2496894195390693,0.76811270456972,4.23074556664113,2.32918011957935e-05,0.000225971334408313,MreB-like protein OS=Bacillus subtilis (strain 168) GN=mbl PE=3 SV=1 
O31441,7.4240499893389105,-6.42321495372226,1.5222891413826498,-4.21944476848087,2.4490470900952696e-05,0.000235534441882206,Uncharacterized protein YbyB OS=Bacillus subtilis (strain 168) GN=ybyB PE=3 SV=1 
P55910,7.986842887893079,6.35147008917079,1.50857758733347,4.21023760560933,2.5510225266042607e-05,0.00024322680296761295,L-lactate permease OS=Bacillus subtilis (strain 168) GN=lctP PE=2 SV=3 
P42921,19.1656492023699,5.1712969539485085,1.24171550639199,4.16463910398813,3.11845450772127e-05,0.000294787238080319,50S ribosomal protein L4 OS=Bacillus subtilis (strain 168) GN=rplD PE=1 SV=1 
P42060,15.864961822576099,4.4461059386002315,1.06926123028272,4.15811011629465,3.20891341442326e-05,0.000300767647148485,50S ribosomal protein L22 OS=Bacillus subtilis (strain 168) GN=rplV PE=1 SV=1 
P54377,78.9534812932078,-1.5539990846966298,0.374576206640577,-4.14868605412452,3.34389017834395e-05,0.00031078508716373196,Probable glycine dehydrogenase (decarboxylating) subunit 2 OS=Bacillus subtilis (strain 168) GN=gcvPB PE=3 SV=1 
O31669,7.21174025738801,-6.38205507913674,1.5397161607958303,-4.144955571446411,3.39879601771432e-05,0.00031325569963267,Acireductone dioxygenase OS=Bacillus subtilis (strain 168) GN=mtnD PE=3 SV=1 
P42175,104.640263757322,1.25959988267924,0.306730647864967,4.1065341577270695,4.01640091501728e-05,0.00036711895967017405,Nitrate reductase alpha chain OS=Bacillus subtilis (strain 168) GN=narG PE=3 SV=2 
P39062,39.8457472005355,-1.8934112106270096,0.4621219281654,-4.09721135316767,4.1815708533151785e-05,0.000379083390472671,Acetyl-coenzyme A synthetase OS=Bacillus subtilis (strain 168) GN=acsA PE=1 SV=1 
P18158,56.66255807934589,1.78822604255529,0.437321701351073,4.08904025807705,4.33161678302878e-05,0.000389493346506491,Aerobic glycerol-3-phosphate dehydrogenase OS=Bacillus subtilis (strain 168) GN=glpD PE=2 SV=2 
P21467,64.1648612177405,1.6937231247001,0.4155171031359261,4.07618149028642,4.57812915276885e-05,0.000408339584109867,30S ribosomal protein S5 OS=Bacillus subtilis (strain 168) GN=rpsE PE=1 SV=3 
P23973,7.19976171718114,6.203528173194821,1.52647251317322,4.063963235275669,4.8246428496496e-05,0.000426480679428027,Isochorismate synthase MenF OS=Bacillus subtilis (strain 168) GN=menF PE=3 SV=2 
